text,label
"  ""Communist hammer and sickle, avangard, neofuturostic design"",",1
"  ""superrealist style, urban style, communism"",",0
"  ""USSR collage"",",1
"  ""Communist hammer and sickle, Constructivist black and white logo"",",1
"  ""Communist hammer and sickle, Cubist black and white logo"",",1
"  ""Russian propaganda poster, firefighter, leader of men"",",0
"  ""Comunist emblem, avangard, neofuturostic design"",",1
"  ""Communist hammer and sickle, Constructivist black and white logo"",",1
"  ""Illustration Lenin holding the book written \""The Capital\"""",",1
"  ""World War II poster with modernist style"",",1
"  ""Create a USSR man with blond hair and blue eyes with red flag as in old style soviet union advertising with letters on the bottom \""Alex\"""",",1
"  ""Illustration Book with a cover with communist details, and with the writing \""1917\"""",",1
"  ""brutal Soviet poster of constructivism, a man crawls on his stomach and stretches his hand forward, illustration, brutalism, high quality, blue color palette"",",1
"  ""Communist hammer and sickle, Minimalist black and white logo"",",1
"  ""Communist hammer and sickle, avangard, neofuturostic design"",",1
"  ""collage on the theme of the USSR factory"",",1
"  ""collage on the theme of Soviet cities\nUSSR"",",1
"  ""soviet infographic poster"",",1
"  ""Russian revolution people street"",",1
"  ""young laughing kgb agents meeting standup open mic"",",1
"  ""L\u00e9nine URSS""",1
"""Aztec woman, stand up, realistic cartoon oil paint, 2D illustration style, sharp focus, bright color, digital paint game design, trending on artstation, high details, simple lines, outpaiting, art by Viktoria Gavrilenko, Jos\u00e9 Luis \u00c1greda, Greg Rutkowsk, Magali Villeneuve, Camilla d'Errico and artgem"",",1
"  ""An Olmec Warrior being wished by an Alien, high detail"",",1
"  ""A ((gigantic)) (massive2) giantess ancient roman empress examines a (((tiny))) model city on her temple, (tiny citizens) wander about the city, arrogant, minuscule, minute, tiny, archaic, gladiator sandals, (((beautiful))), looming, low angle, bug's eye view, close up, standing, robes, fantasy, active pose, dramatic, majestic, lounging,"",",1
"  ""Uraeus, ancient symbol of regal power,\nMoses' staff, a miracle in that crucial hour.\nTransformation and healing, both did share,\nEternal wisdom, in the cosmic air."",",1
"  ""Adventure egypt slot game background landscape, realistic cartoon oil paint, 2D illustration style, sharp focus, bright color, digital paint design, trending on artstation, high details, simple lines, art by Jos\u00e9 Luis \u00c1greda and Camilla d'Errico."",",0
"  ""Simple tomb where moses died cinematic, 8k"",",1
"  ""Moses facing Pharaoh, ultra realistic, concept art, intricate details, mysterious, highly detailed, photorealistic, octane rendering, 8k, unreal engine. art by artgerm and Jim Lee, Pen and ink drawing, Cityscape, Full body, Night"",",1
"  ""dark scary GOTHIC MUMMY TOMBS"",",1
"  ""A sumerian hieroglyph showing an humanoid alien figure. Natural lighting, hyper detailed ultra intricate overwhelming realism in detailed complex scene with dark hues atmosphere, no signature, no watermark"",",1
"  ""ziggurat of ur during ancient times in the middle of the city, people going about their daily lives, green trees and streams of water running through the city, Artstation, by Ivan Shishkin, Dramatic, full city"",",1
"  ""Pixar animation of mesoamerican ruins being eaten by the jungle, empty, pixar style cartoon"",",1
"  ""Ancient city Mesopotamia. Ancient buildings, 811-806 BC.  hyperrealism, 8k post-processing highly detailed. T Street of ancient Mesopotamia, camera angle from bottom to top with human height.  the woman queen of ancient mesopotamia babylon is in full growth"",",1
"  ""Olmec people praying to the aliens"",",1
"  ""bird-view of a fantasy city with a massive single-building fantasy academy with a bridge leading up to the entrance. the building has a round foundation and is 5 floors high with multiple balconies. the academy has dirty gold details and a big clock tower. digital art"",",0
"  ""Egyptian slot game background, realistic cartoon oil paint, 2D illustration style, sharp focus, bright color, digital paint design, trending on artstation, high details, simple lines, art by Jos\u00e9 Luis \u00c1greda and Camilla d'Errico"",",0
"  ""Otherworldly, breathtaking columns, ancient Greece, realistic, 169, 8k"",",1
"  ""An epic fantasy scene in ancient Egypt featuring handsome ancient Egyptian males and females in attractive outfit in the big hall at the kings palace, highly-detailed, photo realistic, beautiful, moody lighting, best quality, realistic, real picture, intricate details, depth of field, cinematic view, raw photo, 8k uhd, film grain."",",1
"  ""a stoic, powerful build, hushing with a sign, looking straight into the camera, ancient greece background, realistic, 8k, 169"",",1
"  ""Mysterious abandoned city civilization photorealistic rendering"",",1
"  ""Taoist monk tesseract body fractal three point perspective hypercube mirror zen face brain mayan mantis jellyfish face"",",0
"  ""Roman Renaissance Artworks, detailed matte painting, Epic cinematic brilliant stunning intricate meticulously detailed dramatic atmospheric maximalist digital matte painting"",",1
"  ""Mighty stoic,strong caracter,inner force, realistic, 169,8k"",",0
"  ""Magical, breathtaking arches, ancient Greece, realistic, 169, 8k"",",1
"  ""overhead view of a cyberpunk greco-roman city whith a canal ringing the outside and a huge pyramid palace in the center"",",1
"  ""fantasy setting, a sinister-looking younger Human male Persian mercenary standing over several large coffers of gold, wearing leather, roman style coliseum with desert regions background, highly detailed, digital graphic art, top-rated, sharp, no blur, edited, corrected"",",1
"  ""An Alien giving an speech stand on the top of a pyramid to the Olmec people"",",1
"  ""Tall illustration expanding upon the first image, showing various theories about the Atlantis civilization, but with a focus on the foreground and without modern elements. The extended top and bottom areas should include more ancient maps, mythical sea creatures, and archaeological artifacts like pottery and sculptures. The foreground should be more prominent, emphasizing ancient, classical themes related to Atlantis, such as Greek philosophers discussing, ancient scrolls, and ruins."",",1
"  ""Minimalist oil painting of ancient ruins"",",1
"  ""ancient alien demonic hieroglyph of Osiris, onyx black, gold and marble, intricate detail, designed by HR Geiger, futuristic, cybernetic advanced technology Albert Einstein evaporting into tiny cubes, inspired by an evil demonic Tim Burton that was doing LSD, highly detailed and realistic, futuristic, corrupted by hr Geiger, inspired by Apollyon"",",1
"  ""An epic fantasy scene in ancient Egypt featuring how the workers cut large sandstone blocks. 3 d modeling, sharp details, digital art, cinematic view."",",1
"  ""Mayan stone tomb, digital painting, artstation, cg art, elegant, highly detailed, sharp focus, virtual painted, cups with fire, high contrast, aztec mask, column, jungle, stone tomb, stone statues, vines, on a hill, background, night, art by Stanley \""Artgerm\"" Lau"",",1
"  ""aztec theme, spin background for the slot game, realistic cartoon oil paint, 2D illustration style, sharp focus, bright color, digital paint design, trending on artstation, high details, simple lines, art by Jos\u00e9 Luis \u00c1greda and Camilla d'Errico."",",1
"  ""aztec amulet, volumetric cartoon oil paint, 2D book illustration style, sharp focus, bright color, digital paint character design, trending on artstation, high details, simple lines, retro, art by Viktoria Gavrilenko, Jos\u00e9 Luis \u00c1greda and Camilla d'Errico"",",1
"  ""egyptian symbols, isolate simbol, realistic cartoon oil paint, 2D illustration style, sharp focus, bright color, digital paint game design, trending on artstation, high details, simple lines, outpaiting, art artgem and midjourney"",",0
"  ""An epic fantasy scene in ancient Egypt featuring a large stone block and a couple of male workers stand in front of it. 3 d modeling, sharp details, digital art, cinematic view."",",1
"  ""Greek"",",0
"  ""Mayan stone tomb, digital painting, artstation, cg art, elegant, highly detailed, sharp focus, virtual painted, cups with fire, contrast, aztec mask, column, jungle, stone tomb, stone statues, sunset, vines, warm colors"",",1
"  ""ancient kings and queens"",",1
"  ""Gnome inspired stone garden  totem pole style of alex grey/giger. Unreal engine"",",0
"  ""Mayan pyramid, digital painting, artstation, cg art, elegant, highly detailed, sharp focus, virtual painted, cups with fire, contrast, aztec mask, column, jungle, stone tomb, stone statues"",",1
"  ""ancient people IV - III millennium BC Sumerian civilisation, people, photorealism, 8k"",",1
"  ""Reborn of stone and jade, Kaolin fights with strength gathered from a thousand years of entombment. The great general places, like pieces on a grand board, silent\u00a0Stone Remnants\u00a0for use in strategies known only to himself. A master of positioning and versatility, Kaolin knocks back foes with\u00a0Boulder Smash, pull allies from the jaws of death with\u00a0Geomagnetic Grip, freely manipulating and\u00a0Enchanting Remnants\u00a0at will. Never one to lead from behind, Kaolin crashes into the fray as a\u00a0Rolling Boulder. Foes are left stumbling away from battle, their health slipping as they try in vain to escape from the general's maze of\u00a0Magnetized\u00a0stones."",",1
"  ""A ((gigantic)) (massive2) giantess ancient roman empress observes a (((tiny))) model city on her altar, (tiny people) wander about the city, arrogant, minuscule, minute, tiny, archaic, gladiator sandals, (((beautiful))), looming, low angle, bug's eye view, close up, standing, robes, fantasy, active pose, dramatic, majestic, lounging, anime"",",1
"  ""Ancient city Mesopotamia. Ancient buildings, 811-806 BC. a woman queen of ancient Mesopotamia babylon in full height walks along an ancient street"",",1
"  ""Mighty stoic, strong character, unwavering determination, realistic, 169, 8k"",",0
"  ""An epic fantasy scene featuring a street in the capital of ancient Egypt where girls in attractive outfit like a maidens of fertility shows beauty and kindness. Cinematic view. Sharp detail."",",1
"  ""The Anunnaki Gods of the Sumerians"",",1
"  ""An old temple dedicated to the four elements. It sits in a barren desert. Two moons shine overhead. 4K, ultrarealistic. Fantasy. Old. abandoned."",",1
"  ""Mayan pyramid, digital painting, artstation, cg art, elegant, highly detailed, sharp focus, virtual painted, cups with fire, contrast, aztec mask, column, jungle, stone tomb, stone statues, sunset"",",1
"  ""An epic fantasy scene in ancient Egypt featuring a crowd of young students candidates for temple priests. Misty and mysterious atmosphere. Cinematic view. Sharp detail."",",1
"  ""greek temple in ruin in the middle of the desert, realistic illustration"",",0
"  ""ziggurat of ur during ancient times in the middle of the city, people going about their daily lives, green trees and streams of water running through the city, Artstation, by Ivan Shishkin, Dramatic"",",1
"  ""data and technology destroyed greek temple in the jungle with graphs and histograms, detailed illustration"",",0
"  ""gigantic temple with statues inspired by ancient greece and rome carved out of stone in a cliff"",",1
"  ""generate a prototype UI of a VR 3d Modeling software. The emphasis should be on the main 1st person POV of someone in Ancient Egypt. On the right, add an assets panel with a miniature pyramid, pharaoh, bush, and huts organized in a 2X4 column. Under it add 8 textured spheres organized in a 2x6 column.  Illustrate the drag-and-drop feature by showing the mouse dragging a pyramid from the assets panel into the main scene\"""",",1
"  ""solomon's temple, ancient judea, full of people, oasis, beautiful, realistic"",",1
"  ""Mysterious abandoned city civilization photorealistic rendering"",",1
"  ""Biblical kings, perfect composition, beautiful and intricate and insanely detailed octane rendering, trending in art station, arts 8k photography, photorealistic concept art, natural and soft volumetric cinematic perfect light"",",1
"  ""Stoicism,ancient greece background,realistic,8k"",",1
"  ""An epic fantasy scene in ancient Egypt featuring cutting of a large sandstone blocks from the rocks. Cinematic view, sharp detail."",",1
"  ""Ancient roman city concept art"",",1
"  ""An epic fantasy scene in ancient Egypt featuring a couple of male workers stand at the foot of a large block of stone used to build the pyramids. 3 d modeling, sharp details, digital art, cinematic view."",",1
"  ""Otherworldly, breathtaking arches, ancient Greece, realistic, 169, 8k"",",1
"  ""album artwork, 3d, full hd, angels archeological ruins, sky, armaguedon, apocalipsis"",",1
"  ""Ancient city Mesopotamia. Ancient buildings, 811-806 BC, ancient Mesopotamia babylon ancient street. hyper detailed, photorealistic, 8k, angle from below."",",1
"  ""temple inspired by ancient greece and rome carved out of stone in a cliff"",",1
"  ""Shadesmar, Intricate, Sharp Focus, Concept Art, Artstation, Scif, Highly detailed, Futuristic, Egyptian, Cinematic, Rich colors, Atmospheric"",",0
"  ""Travelers from time, the girl Tuule Tyra and her brother Procopa Vincenza visit Cleopatra."",",1
"  ""mayans building a pyramid with magic technology"",",1
"  ""ruins, boodha, stone, sand"",",1
"  ""gigantic akademy with statues inspired by ancient greece and rome tempels carved out of stone in a cliff of a big channel"",",1
"  ""Magical,beautiful monuments, atrio,ancient Greece, realistic, 169,8k"",",1
"  ""Atlantis filled with ancient black people. Realistic. Futuristic.""",1
"  ""people holding the globe in their hands in the v7 computer/laptop style."",",0
"  ""Logo two open hands supporting the Earth with children. The left half of the Earth is cracked the right half of the Earth is pretty with a sailing raft. In the middle of the Earth is a smiling face."",",0
"  ""A futuristic cityscape or a map of India to symbolize progress and development.\nIcons representing telecom companies, government initiatives like \""Digital India,\"" and consumers.\nVisual elements that indicate network expansion and coverage growth, such as network nodes or lines expanding across the country.\nIllustrations of advanced technology components, such as advanced antennas, beamforming, and network optimization techniques.\nIcons or graphics representing increased network speed, capacity, and signal quality.\nInfographic-style elements showing a timeline or progression of technology advancements.\nThis visual representation would help convey the positive outlook for air fiber technology in India, the impact of government initiatives, and the potential benefits for consumers and organizations as technology continues to evolve."",",0
"  ""retro poster with a girl in the style of the 30s,advertising. graphics minimalism \u0420in-up beautiful legs"",",0
"  ""question background illustration"",",1
"  ""logo for 3 old comics"",",0
"  ""digital transformation, digital business, marketing, app devolepment, webdesign, digital services,"",",0
"  ""poster design with information, futuristic and minimalist design, organised catalog with inovative design"",",0
"  ""3d ney york style skyscrapers with maze style, unsplash wallpaper, isometric octane render, different lights and shadows, green, blue, lime green"",",0
"  ""Real World Meets Blockchain Use Cases of Dual Provenance in Modern Industries"",",0
"  ""Generate a cover for a 2024 business agenda with a candy red background and the theme being about artificial intelligence"",",0
"  ""equal society with varied platforms and holding hands"",",0
"  ""streamlining B2B communication background"",",0
"  ""illustration for a seo agency website, green color palette"",",0
"  ""scarcity society balancing a scale with all kind of different things, make it colourful and balancing. Make the background against a city with a globe on top and food in the scales."",",0
"  ""welcome to SF innovation alley sign welcoming people, with trees lining market street, and drones flying around and robots rolling, and murals on walls"",",0
"  ""equal society with varied platforms and holding hands connected through earth as a globe"",",0
"  ""timeline of washington dc from 1920 to 2020 make an actual time line with an arrow"",",0
"  ""A simple flowchart of scientific icons that represents a partner ecosystem for use as a slide background. Modern. Brand colours are #024da1 and #37b884. blues and greens. ultrahd, Kodak colour quality, 8K."",",0
"  ""On a black background large stylish lettering -30% on a table in the center surrounded by flying black gifts. Everything is in black and a little bit of green. Black Friday theme, stylish design."",",0
"  ""Data analytics and artificial intelligence with graphs and charts, space theme, abstract illustration"",",0
"  ""a female hand holding a cellphone with the text coming up 2024 vibrant with an eye in the background"",",0
"  ""3D letters that say 200 Million"",",0
"  ""Illustrate a success story inspired by \""The Big Short.\"" Depict a character who, through innovative marketing strategies and dedication to customer satisfaction, transforms a small business into a thriving enterprise. Capture the journey from humble beginnings to marketing triumph."",",0
"  ""3d husky icon in lilac and gold color"",",1
"  ""Community efforts, Show initiatives, Sustainability showcase, Celebrate together, Green actions, All about eco, Impactful community, Sustainable projects, Share green, Eco-friendly world, Community commitment, Building sustainability, Make a change, Sustainability matters, Be eco-conscious"",",0
"  ""businesses operate and innovate across multiple departments, including marketing, finance, supply chain, and human resources. landscape, illustration, revolution"",",0
"  ""equal society with varied platforms and holding hands"",",0
"  ""A photorealistic close-up view from inside a giant transparent avocado, envision we are standing within a glass avocado, observing the inner workings of the instrument. There is a civilization inside the instrument. Avoid showing the exterior, focus solely on the concealed inner part. Crafted by Hieronymus Bosch and Rene Magritte, this image is highly detailed, boasting an exceptionally high resolution, and it offers a surrealistic depiction of the construction of the giant avocado. many big UFOs are flying around the avocado."",",0
"  ""illustration for a seo agency website, green color palette"",",0
"  ""a flyer with a business man smiling and uptrend candlestick chart; include word \""Equipo360\"""",",0
"  ""illustration for a seo agency website, green color palette"",",0
"  ""gigantic damm, very high very big bevor a gignatic channel on the  left side a gigantic futuristic city with flying cars"",",0
"  ""Decentralized finance, minimal illustration, blue palette"",",0
"  ""number pi floating above the natural numbers, black background, shiny texture, gradient from the center. figures with a three-dimensional appearance using shading, light and perspective techniques. colors that contrast with the black background. clean and modern style. the image that is not very loaded. subtle lighting that enhances three-dimensional figures and adds depth to the image"",",0
"  ""retro poster with a girl in the style of the 30s,advertising. graphics minimalism \u0420in-up beautiful legs"",",0
"  ""Draw a poster with a very up to date design. These two following words must be clearly seen and read key points. Avoid overcrowding the poster with many elements. The idea is to highlight the concept of \""key points\"" related to the world of strategic communication."",",0
"  ""3D illustration of skyscrapers and round parameter gears, minimalist elegant, deep dark urple and white tones"",",0
"  ""illustration for a seo agency website, green color palette"",",0
"  ""Typography,clearly write \""MOV\"",3d Godot engine,ultra widescreen,acid colors,focus detailed"",",0
"  ""illustration for a seo agency website, green color palette"",",0
"  ""world wide back ground"",",0
"  ""OpenAI logo, blue palette"",",1
"  ""illustration for a seo agency website, green color palette"",",0
"  ""The letter \""C\"" depicted as a minimalistic structure in a futuristic skyline."",",0
